Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
com.ahmedsoft.utilities.CommonUtilities.selectDropDownItemByText,Firefox 60.0,,2018-07-22 00:02:50,2018-07-22 00:02:50,0.530s,PASSED
click,Firefox 60.0,,2018-07-22 00:02:50,2018-07-22 00:02:50,0.265s,PASSED
click,Firefox 60.0,,2018-07-22 00:02:50,2018-07-22 00:02:51,0.281s,PASSED
setText,Firefox 60.0,,2018-07-22 00:02:51,2018-07-22 00:02:51,0.792s,PASSED
setText,Firefox 60.0,,2018-07-22 00:02:51,2018-07-22 00:02:52,0.225s,PASSED
click,Firefox 60.0,,2018-07-22 00:02:52,2018-07-22 00:02:53,0.798s,PASSED
com.ahmedsoft.utilities.AppUtilities.confirmationSuccess,Firefox 60.0,,2018-07-22 00:02:53,2018-07-22 00:02:53,0.158s,PASSED
verifyElementVisible,Firefox 60.0,,2018-07-22 00:02:53,2018-07-22 00:02:53,0.109s,PASSED
click,Firefox 60.0,,2018-07-22 00:02:53,2018-07-22 00:02:54,0.802s,PASSED
delay,Firefox 60.0,,2018-07-22 00:02:54,2018-07-22 00:02:59,5.005s,PASSED
